zip code,Total,Associate's degree,Bachelor's degree,Master's degree,Professional school degree,Doctorate degree,Assoc Ratio,Bachelor Ratio,Master Ratio,Prof Degree Ratio,Doctor Ratio
54513,342,39,34,9,0,0,0.114035088,0.099415205,0.026315789,0,0
54514,1459,174,182,35,3,9,0.119259767,0.124742975,0.023989034,0.002056203,0.006168609
54515,353,27,33,3,2,0,0.076487252,0.093484419,0.008498584,0.005665722,0
54517,81,5,6,3,0,0,0.061728395,0.074074074,0.037037037,0,0
54519,1034,92,166,57,12,21,0.088974855,0.160541586,0.055125725,0.011605416,0.020309478
54520,2921,332,229,128,44,7,0.113659706,0.078397809,0.043820609,0.015063334,0.00239644
54521,6101,590,1135,403,32,34,0.096705458,0.186035076,0.066054745,0.005245042,0.005572857
54524,526,62,72,34,0,0,0.117870722,0.136882129,0.064638783,0,0
54525,167,22,18,3,0,0,0.131736527,0.107784431,0.017964072,0,0
54526,575,55,67,6,1,0,0.095652174,0.116521739,0.010434783,0.00173913,0
54527,743,62,55,24,9,0,0.083445491,0.074024226,0.03230148,0.012113055,0
54529,919,101,145,50,14,3,0.109902067,0.157780196,0.054406964,0.01523395,0.003264418
54530,646,63,46,9,0,0,0.09752322,0.07120743,0.013931889,0,0
54531,1102,105,237,89,17,6,0.095281307,0.215063521,0.08076225,0.015426497,0.005444646
54534,1801,234,241,72,15,3,0.129927818,0.133814547,0.03997779,0.008328706,0.001665741
54536,150,28,22,0,0,0,0.186666667,0.146666667,0,0,0
54537,352,50,35,5,1,0,0.142045455,0.099431818,0.014204545,0.002840909,0
54538,2165,125,340,172,29,8,0.057736721,0.15704388,0.079445727,0.013394919,0.00369515
54539,1063,34,160,65,41,15,0.031984948,0.150517404,0.061147695,0.038570085,0.014111007
54540,731,73,152,39,10,7,0.099863201,0.207934337,0.053351573,0.013679891,0.009575923
54541,821,85,86,40,13,2,0.103532278,0.104750305,0.048721072,0.015834348,0.002436054
54542,332,18,16,3,0,0,0.054216867,0.048192771,0.009036145,0,0
54545,773,49,173,96,35,11,0.063389392,0.223803364,0.124191462,0.045278137,0.014230272
54546,911,127,98,33,3,0,0.139407245,0.107574094,0.03622393,0.003293085,0
54547,1215,163,156,74,15,9,0.134156379,0.128395062,0.06090535,0.012345679,0.007407407
54548,3881,351,803,395,115,69,0.090440608,0.206905437,0.101777892,0.029631538,0.017778923
54550,448,69,82,31,0,2,0.154017857,0.183035714,0.069196429,0,0.004464286
54552,3246,357,392,115,35,20,0.109981516,0.120764017,0.035428219,0.010782502,0.006161429
54554,839,80,137,19,21,18,0.095351609,0.163289631,0.022646007,0.025029797,0.021454112
54555,3637,404,528,153,18,12,0.111080561,0.145174594,0.042067638,0.004949134,0.003299423
54556,879,69,72,16,3,0,0.078498294,0.081911263,0.018202503,0.003412969,0
54557,787,60,169,93,24,22,0.076238882,0.214739517,0.118170267,0.030495553,0.027954257
54558,1572,303,236,118,28,4,0.192748092,0.150127226,0.075063613,0.017811705,0.002544529
54559,538,71,37,13,6,2,0.13197026,0.068773234,0.024163569,0.011152416,0.003717472
54560,475,57,87,17,19,0,0.12,0.183157895,0.035789474,0.04,0
54561,6,0,0,0,0,0,0,0,0,0,0
54562,1535,161,386,156,15,16,0.104885993,0.251465798,0.101628664,0.009771987,0.010423453
54563,531,67,72,21,9,1,0.126177024,0.13559322,0.039548023,0.016949153,0.001883239
54564,329,19,19,5,0,0,0.05775076,0.05775076,0.015197568,0,0
54565,45,11,4,8,0,0,0.244444444,0.088888889,0.177777778,0,0
54566,931,87,89,39,4,2,0.093447905,0.095596133,0.04189044,0.004296455,0.002148228
54568,3552,323,640,205,52,5,0.090934685,0.18018018,0.057713964,0.01463964,0.001407658
54601,28741,3777,6828,2589,793,826,0.131415052,0.237570022,0.090080373,0.027591246,0.028739431
54603,9835,1344,1621,502,36,47,0.136654804,0.164819522,0.051042196,0.003660397,0.004778851
54610,1202,129,157,62,8,9,0.107321131,0.130615641,0.051580699,0.006655574,0.007487521
54611,827,62,105,24,13,5,0.07496977,0.126964933,0.029020556,0.015719468,0.006045949
54612,3271,299,474,159,21,2,0.091409355,0.144909814,0.048608988,0.006420055,0.000611434
54613,1407,122,109,34,6,4,0.086709311,0.077469794,0.02416489,0.004264392,0.002842928
54614,1944,268,264,80,19,2,0.137860082,0.135802469,0.041152263,0.009773663,0.001028807
54615,7686,731,672,316,66,35,0.095107989,0.087431694,0.041113713,0.008587041,0.004553734
54616,1684,119,177,38,12,9,0.070665083,0.105106888,0.022565321,0.007125891,0.005344418
54618,1479,159,145,48,2,3,0.107505071,0.098039216,0.032454361,0.001352265,0.002028398
54619,2085,214,221,80,17,9,0.10263789,0.105995204,0.038369305,0.008153477,0.004316547
54621,889,154,122,24,19,20,0.173228346,0.137232846,0.026996625,0.021372328,0.022497188
54622,1503,160,240,66,6,9,0.106453759,0.159680639,0.043912176,0.003992016,0.005988024
54623,1399,178,248,109,9,23,0.127233738,0.177269478,0.077912795,0.006433167,0.016440315
54624,1106,151,125,41,8,1,0.136528029,0.113019892,0.037070524,0.007233273,0.000904159
54625,181,25,15,0,0,0,0.138121547,0.082872928,0,0,0
54626,918,104,120,28,17,2,0.11328976,0.130718954,0.030501089,0.018518519,0.002178649
54627,1261,129,148,83,8,3,0.102299762,0.117367169,0.065820777,0.006344171,0.002379064
54628,793,77,75,36,5,2,0.097099622,0.094577554,0.045397226,0.00630517,0.002522068
54629,1875,218,247,108,15,17,0.116266667,0.131733333,0.0576,0.008,0.009066667
54630,2748,402,470,148,23,14,0.14628821,0.171033479,0.053857351,0.008369723,0.005094614
54631,1219,150,151,80,11,2,0.123051682,0.123872026,0.065627564,0.00902379,0.001640689
54632,814,104,110,57,15,12,0.127764128,0.135135135,0.07002457,0.018427518,0.014742015
54634,2829,327,297,110,24,12,0.115588547,0.104984093,0.038882998,0.008483563,0.004241782
54635,1329,138,125,46,5,0,0.103837472,0.094055681,0.034612491,0.003762227,0
54636,9568,1511,1842,714,117,81,0.157922241,0.192516722,0.074623746,0.012228261,0.008465719
54637,135,16,22,10,0,0,0.118518519,0.162962963,0.074074074,0,0
54638,1019,70,98,28,5,0,0.068694799,0.096172718,0.02747792,0.004906771,0
54639,1686,131,218,99,13,12,0.077698695,0.129300119,0.058718861,0.007710558,0.007117438
54641,3,0,1,0,0,0,0,0.333333333,0,0,0
54642,1366,153,166,72,6,4,0.112005857,0.121522694,0.052708638,0.004392387,0.002928258
54644,1049,164,122,56,7,6,0.156339371,0.116301239,0.053384175,0.006673022,0.005719733
54645,35,3,8,3,0,0,0.085714286,0.228571429,0.085714286,0,0
54646,2952,250,186,76,7,22,0.084688347,0.06300813,0.025745257,0.002371274,0.007452575
54648,1007,60,77,23,8,2,0.05958292,0.076464747,0.022840119,0.007944389,0.001986097
54650,16450,2383,3534,1596,551,203,0.144863222,0.214832827,0.097021277,0.033495441,0.012340426
54651,885,96,80,36,7,4,0.108474576,0.09039548,0.040677966,0.007909605,0.004519774
54652,647,44,76,53,2,7,0.068006182,0.117465224,0.081916538,0.00309119,0.010819165
54653,533,88,61,13,3,0,0.165103189,0.114446529,0.024390244,0.005628518,0
54654,67,14,4,0,0,0,0.208955224,0.059701493,0,0,0
54655,1294,94,136,51,12,13,0.072642968,0.105100464,0.039412674,0.00927357,0.010046368
54656,12339,1492,1815,580,175,70,0.120917416,0.147094578,0.04700543,0.014182673,0.005673069
54657,247,40,19,8,3,4,0.16194332,0.076923077,0.032388664,0.012145749,0.016194332
54658,1775,229,287,92,15,5,0.129014085,0.161690141,0.051830986,0.008450704,0.002816901
54659,928,104,55,39,0,0,0.112068966,0.059267241,0.042025862,0,0
54660,10903,968,1641,417,123,59,0.088782904,0.150509034,0.038246354,0.011281299,0.005411355
54661,2575,386,477,156,41,11,0.149902913,0.185242718,0.060582524,0.01592233,0.004271845
54664,1133,98,121,49,8,30,0.086496028,0.106796117,0.043248014,0.0070609,0.026478376
54665,5878,580,941,374,75,54,0.098673018,0.160088465,0.063627084,0.012759442,0.009186798
54666,1867,199,189,72,10,5,0.106588109,0.101231923,0.038564542,0.005356186,0.002678093
54667,3169,444,495,180,42,4,0.140107289,0.156200694,0.056800252,0.013253392,0.001262228
54669,5608,666,1243,537,99,39,0.118758916,0.221647646,0.095756063,0.017653352,0.006954351
54670,1030,93,79,21,5,8,0.090291262,0.076699029,0.02038835,0.004854369,0.00776699
54701,24824,2977,5748,2634,643,406,0.119924267,0.231550113,0.106106993,0.025902353,0.01635514
54703,26833,4297,5101,1543,173,193,0.160138635,0.19010174,0.05750382,0.006447285,0.007192636
54720,5101,1024,916,303,192,169,0.200744952,0.179572633,0.059400118,0.037639678,0.033130759
54721,956,123,83,31,5,2,0.128661088,0.086820084,0.032426778,0.005230126,0.00209205
54722,2670,336,186,94,14,11,0.125842697,0.069662921,0.035205993,0.005243446,0.00411985
54723,889,92,100,35,7,4,0.103487064,0.112485939,0.039370079,0.007874016,0.004499438
54724,5233,741,714,196,37,5,0.141601376,0.136441812,0.037454615,0.007070514,0.000955475
54725,1932,225,261,69,6,5,0.116459627,0.135093168,0.035714286,0.00310559,0.002587992
54726,1156,135,76,36,2,1,0.116782007,0.065743945,0.031141869,0.001730104,0.000865052
54727,3349,494,364,126,38,3,0.147506718,0.108689161,0.037623171,0.011346671,0.00089579
54728,4582,634,576,203,31,23,0.138367525,0.125709297,0.044303797,0.006765605,0.005019642
54729,22776,3925,3941,1123,232,280,0.172330523,0.173033017,0.049306287,0.010186161,0.012293642
54730,3471,420,578,269,43,42,0.121002593,0.166522616,0.07749928,0.012388361,0.012100259
54731,415,45,21,3,6,2,0.108433735,0.05060241,0.007228916,0.014457831,0.004819277
54732,2052,258,209,52,5,2,0.125730994,0.101851852,0.025341131,0.002436647,0.000974659
54733,952,135,84,26,8,2,0.141806723,0.088235294,0.027310924,0.008403361,0.00210084
54734,617,65,95,4,2,3,0.10534846,0.153970827,0.006482982,0.003241491,0.004862237
54736,2849,366,335,121,38,9,0.128466128,0.117585118,0.042471042,0.013338013,0.003159003
54737,398,54,63,23,0,0,0.135678392,0.158291457,0.057788945,0,0
54738,2217,378,318,152,32,26,0.170500677,0.143437077,0.068561119,0.01443392,0.01172756
54739,3393,594,608,133,25,14,0.175066313,0.179192455,0.03919835,0.007368111,0.004126142
54740,1381,159,151,56,6,6,0.115133961,0.109341057,0.040550326,0.004344678,0.004344678
54741,1161,75,81,26,7,0,0.064599483,0.069767442,0.022394488,0.006029285,0
54742,3104,482,505,178,55,17,0.155283505,0.162693299,0.057345361,0.017719072,0.005476804
54745,1447,158,171,29,2,7,0.109191431,0.118175536,0.020041465,0.00138217,0.004837595
54746,532,72,34,17,3,2,0.135338346,0.063909774,0.031954887,0.005639098,0.003759398
54747,1783,192,169,41,6,2,0.107683679,0.094784072,0.022994952,0.003365115,0.001121705
54748,923,95,124,21,5,20,0.102925244,0.134344529,0.022751896,0.005417118,0.021668472
54749,907,91,96,33,11,15,0.100330761,0.10584344,0.036383682,0.012127894,0.016538037
54750,723,77,97,23,8,4,0.106500692,0.134163209,0.031811895,0.011065007,0.005532503
54751,14143,1544,2847,1283,242,343,0.109170614,0.201300997,0.090716255,0.017110938,0.02425228
54754,1243,124,81,45,3,3,0.099758648,0.065164924,0.036202735,0.002413516,0.002413516
54755,5002,746,570,195,36,34,0.149140344,0.113954418,0.038984406,0.007197121,0.006797281
54756,654,52,89,31,3,1,0.079510703,0.136085627,0.047400612,0.004587156,0.001529052
54757,2375,232,320,132,27,46,0.097684211,0.134736842,0.055578947,0.011368421,0.019368421
54758,3130,366,406,173,20,33,0.116932907,0.12971246,0.055271565,0.006389776,0.010543131
54759,1104,92,157,53,6,3,0.083333333,0.142210145,0.048007246,0.005434783,0.002717391
54760,210,9,37,13,0,0,0.042857143,0.176190476,0.061904762,0,0
54761,799,58,87,42,0,3,0.072590738,0.108886108,0.052565707,0,0.003754693
54762,910,116,112,22,3,2,0.127472527,0.123076923,0.024175824,0.003296703,0.002197802
54763,822,122,81,26,5,6,0.148418491,0.098540146,0.03163017,0.006082725,0.00729927
54765,4,0,0,0,0,0,0,0,0,0,0
54766,1031,92,91,21,0,5,0.089233754,0.088263822,0.020368574,0,0.004849661
54767,2439,322,412,106,24,21,0.13202132,0.168921689,0.043460435,0.009840098,0.008610086
54768,4384,588,306,88,22,2,0.134124088,0.06979927,0.020072993,0.005018248,0.000456204
54769,514,46,103,40,14,7,0.089494163,0.200389105,0.077821012,0.027237354,0.013618677
54770,1449,238,169,57,9,11,0.164251208,0.11663216,0.039337474,0.00621118,0.007591442
54771,2620,261,178,72,3,9,0.099618321,0.067938931,0.027480916,0.001145038,0.003435115
54772,711,90,80,44,0,2,0.126582278,0.112517581,0.061884669,0,0.00281294
54773,2391,283,296,98,5,14,0.118360519,0.123797574,0.040987035,0.002091175,0.005855291
54801,4879,627,830,297,38,30,0.128509941,0.170116827,0.06087313,0.007788481,0.006148801
54805,903,86,94,6,4,0,0.095238095,0.104097453,0.006644518,0.004429679,0
54806,7772,1122,1176,552,205,69,0.144364385,0.151312403,0.071024189,0.026376737,0.008878024
54810,1689,198,202,90,18,3,0.11722913,0.119597395,0.053285968,0.010657194,0.001776199
54812,3646,376,413,96,32,6,0.103126714,0.113274822,0.026330225,0.008776742,0.001645639
54813,465,85,24,10,4,2,0.182795699,0.051612903,0.021505376,0.008602151,0.004301075
54814,1893,205,385,117,39,24,0.108293714,0.203380877,0.061806656,0.020602219,0.012678288
54817,1760,214,267,103,34,8,0.121590909,0.151704545,0.058522727,0.019318182,0.004545455
54819,1771,236,151,55,11,3,0.133258046,0.085262564,0.031055901,0.00621118,0.001693958
54820,552,67,93,20,2,3,0.121376812,0.168478261,0.036231884,0.003623188,0.005434783
54821,1051,107,210,89,24,4,0.101807802,0.199809705,0.084681256,0.022835395,0.003805899
54822,3158,547,365,185,34,3,0.173210893,0.115579481,0.058581381,0.010766308,0.000949968
54824,1578,197,155,42,3,0,0.124841572,0.098225602,0.02661597,0.001901141,0
54826,565,88,57,25,0,6,0.155752212,0.100884956,0.044247788,0,0.010619469
54827,217,21,56,30,2,5,0.096774194,0.258064516,0.138248848,0.00921659,0.023041475
54828,502,41,44,32,8,6,0.081673307,0.087649402,0.06374502,0.015936255,0.011952191
54829,3851,397,650,198,74,32,0.103090106,0.168787328,0.051415217,0.019215788,0.00830953
54830,2425,241,305,148,28,11,0.099381443,0.125773196,0.061030928,0.011546392,0.004536082
54832,297,24,61,22,0,2,0.080808081,0.205387205,0.074074074,0,0.006734007
54835,721,76,70,10,0,0,0.105409154,0.097087379,0.013869626,0,0
54836,714,75,92,32,0,6,0.105042017,0.128851541,0.044817927,0,0.008403361
54837,2707,285,330,115,18,11,0.105282601,0.121906169,0.042482453,0.006649427,0.004063539
54838,1006,112,124,47,15,11,0.111332008,0.123260437,0.046719682,0.014910537,0.010934394
54839,185,30,13,8,6,0,0.162162162,0.07027027,0.043243243,0.032432432,0
54840,3186,391,361,155,21,34,0.122724419,0.113308223,0.048650345,0.006591337,0.010671689
54841,238,36,22,10,2,0,0.151260504,0.092436975,0.042016807,0.008403361,0
54842,94,31,17,0,0,0,0.329787234,0.180851064,0,0,0
54843,8304,1097,1324,513,166,78,0.13210501,0.159441233,0.061777457,0.019990366,0.009393064
54844,233,33,41,39,2,12,0.141630901,0.175965665,0.167381974,0.008583691,0.051502146
54845,95,16,6,0,0,0,0.168421053,0.063157895,0,0,0
54846,367,39,55,17,3,0,0.10626703,0.14986376,0.046321526,0.008174387,0
54847,1720,221,227,141,17,9,0.128488372,0.131976744,0.081976744,0.009883721,0.005232558
54848,4242,423,441,190,51,16,0.099717115,0.103960396,0.044790193,0.012022631,0.003771806
54849,1460,176,324,170,21,12,0.120547945,0.221917808,0.116438356,0.014383562,0.008219178
54850,141,8,53,22,3,2,0.056737589,0.375886525,0.156028369,0.021276596,0.014184397
54853,3160,362,439,131,22,3,0.114556962,0.138924051,0.041455696,0.006962025,0.000949367
54854,703,105,145,30,13,0,0.149359886,0.20625889,0.042674253,0.018492176,0
54855,468,65,51,19,4,0,0.138888889,0.108974359,0.040598291,0.008547009,0
54856,1144,188,157,40,9,7,0.164335664,0.137237762,0.034965035,0.007867133,0.006118881
54857,30,0,18,0,0,0,0,0.6,0,0,0
54858,1187,98,142,36,8,3,0.082561078,0.119629318,0.030328559,0.00673968,0.00252738
54859,1333,132,136,93,16,5,0.099024756,0.102025506,0.069767442,0.012003001,0.003750938
54861,92,3,11,0,0,0,0.032608696,0.119565217,0,0,0
54862,192,20,14,6,0,0,0.104166667,0.072916667,0.03125,0,0
54864,958,101,208,66,5,5,0.105427975,0.217118998,0.068893528,0.005219207,0.005219207
54865,390,35,69,42,6,2,0.08974359,0.176923077,0.107692308,0.015384615,0.005128205
54867,252,25,11,10,0,0,0.099206349,0.043650794,0.03968254,0,0
54868,10863,1553,1443,596,309,99,0.142962349,0.132836233,0.054865139,0.028445181,0.009113505
54870,1259,168,218,82,21,12,0.133439237,0.173153296,0.065131056,0.016679905,0.009531374
54871,2156,277,296,102,18,7,0.128478664,0.13729128,0.047309833,0.008348794,0.003246753
54872,1920,189,235,67,2,2,0.0984375,0.122395833,0.034895833,0.001041667,0.001041667
54873,2254,307,386,142,27,19,0.136202307,0.171251109,0.062999113,0.011978705,0.008429459
54874,2707,403,437,127,32,25,0.148873291,0.161433321,0.046915405,0.011821204,0.009235316
54875,838,103,83,31,4,4,0.122911695,0.099045346,0.03699284,0.00477327,0.00477327
54876,1048,83,187,49,12,4,0.079198473,0.178435115,0.046755725,0.011450382,0.003816794
54880,20785,2420,3384,1123,241,105,0.116430118,0.162809719,0.054029348,0.0115949,0.00505172
54888,1020,147,102,44,17,8,0.144117647,0.1,0.043137255,0.016666667,0.007843137
54889,1800,180,213,80,10,12,0.1,0.118333333,0.044444444,0.005555556,0.006666667
54891,2461,271,673,302,71,44,0.110117838,0.273466071,0.122714344,0.028850061,0.017878911
54893,2727,248,367,130,19,16,0.090942428,0.134580125,0.047671434,0.006967363,0.005867253
54895,708,62,85,22,26,4,0.087570621,0.120056497,0.031073446,0.036723164,0.005649718
54896,1229,134,102,62,1,4,0.109031733,0.082994304,0.050447518,0.00081367,0.003254679
54901,22314,1944,3699,1226,238,230,0.087120194,0.165770368,0.054943085,0.01066595,0.01030743
54902,15361,1626,2638,554,154,81,0.105852484,0.171733611,0.03606536,0.010025389,0.005273094
54904,15545,1549,4283,1280,218,176,0.099646188,0.275522676,0.082341589,0.014023802,0.011321968
54909,1417,158,222,49,7,10,0.111503176,0.156669019,0.034580099,0.004940014,0.007057163
54911,17271,1734,3586,1111,221,240,0.100399514,0.207631289,0.064327485,0.012796016,0.013896126
54913,13529,1534,4044,1659,468,164,0.11338606,0.298913445,0.122625471,0.034592357,0.012122108
54914,21175,2612,4143,1176,285,64,0.123353011,0.195655254,0.05553719,0.013459268,0.003022432
54915,28169,3396,6922,2082,371,168,0.12055806,0.245731123,0.073911037,0.013170507,0.005964003
54921,768,57,67,20,2,6,0.07421875,0.087239583,0.026041667,0.002604167,0.0078125
54922,1018,120,47,37,4,0,0.117878193,0.046168959,0.036345776,0.003929273,0
54923,6146,559,681,209,71,50,0.090953466,0.110803775,0.034005857,0.011552229,0.008135373
54927,390,82,79,19,12,3,0.21025641,0.202564103,0.048717949,0.030769231,0.007692308
54928,302,28,33,9,3,0,0.092715232,0.109271523,0.029801325,0.009933775,0
54929,6075,779,843,170,8,21,0.128230453,0.138765432,0.027983539,0.001316872,0.00345679
54930,1130,85,102,29,10,4,0.075221239,0.090265487,0.025663717,0.008849558,0.003539823
54931,209,36,4,10,0,0,0.172248804,0.019138756,0.04784689,0,0
54932,947,131,140,60,4,4,0.138331573,0.147835269,0.063357973,0.004223865,0.004223865
54933,204,8,20,2,2,0,0.039215686,0.098039216,0.009803922,0.009803922,0
54934,276,9,9,0,0,0,0.032608696,0.032608696,0,0,0
54935,28366,2962,5091,1478,306,159,0.104420785,0.179475428,0.052104632,0.010787563,0.005605302
54937,13570,1593,2177,826,142,119,0.117391304,0.160427413,0.060869565,0.010464259,0.008769344
54940,3052,407,491,139,26,22,0.133355177,0.160878113,0.045543906,0.008519004,0.007208388
54941,1886,197,425,139,52,16,0.104453871,0.225344645,0.073700954,0.02757158,0.008483563
54942,6151,913,1855,302,117,82,0.148431149,0.301576979,0.049097708,0.019021297,0.013331166
54943,1468,110,132,26,7,0,0.07493188,0.089918256,0.017711172,0.004768392,0
54944,6031,1004,1130,311,41,42,0.166473222,0.187365279,0.051566904,0.006798209,0.006964019
54945,2620,240,391,156,37,11,0.091603053,0.149236641,0.059541985,0.014122137,0.004198473
54946,102,0,23,4,0,0,0,0.225490196,0.039215686,0,0
54947,1978,292,276,129,17,9,0.147623862,0.139534884,0.065217391,0.00859454,0.004550051
54948,161,17,6,0,2,0,0.105590062,0.037267081,0,0.01242236,0
54949,2375,259,219,54,0,3,0.109052632,0.092210526,0.022736842,0,0.001263158
54950,2080,173,160,28,4,0,0.083173077,0.076923077,0.013461538,0.001923077,0
54952,17846,1817,2823,876,197,74,0.101815533,0.158186709,0.04908663,0.011038888,0.004146587
54956,29735,3346,6929,2095,607,284,0.112527325,0.233025055,0.070455692,0.020413654,0.009551034
54960,2088,129,185,97,6,9,0.061781609,0.088601533,0.046455939,0.002873563,0.004310345
54961,9409,1102,1369,311,48,37,0.117121905,0.14549899,0.033053459,0.005101499,0.003932405
54962,857,52,55,23,4,0,0.060676779,0.064177363,0.026837806,0.004667445,0
54963,4580,534,781,204,64,46,0.116593886,0.170524017,0.044541485,0.013973799,0.010043668
54964,704,112,96,43,7,3,0.159090909,0.136363636,0.061079545,0.009943182,0.004261364
54965,1087,125,106,29,3,3,0.1149954,0.097516099,0.026678933,0.00275989,0.00275989
54966,1403,114,117,27,3,2,0.081254455,0.08339273,0.019244476,0.002138275,0.001425517
54967,271,16,22,13,4,0,0.05904059,0.081180812,0.04797048,0.014760148,0
54968,2045,214,246,60,33,5,0.104645477,0.120293399,0.029339853,0.016136919,0.002444988
54970,3076,170,222,98,5,4,0.05526658,0.072171651,0.031859558,0.001625488,0.00130039
54971,7629,687,1165,536,91,162,0.090051121,0.152706777,0.070258225,0.011928169,0.021234762
54974,949,131,144,62,5,0,0.138040042,0.151738672,0.065331928,0.005268704,0
54977,1054,123,128,59,6,4,0.116698292,0.121442125,0.05597723,0.0056926,0.003795066
54979,1046,81,155,44,13,0,0.077437859,0.148183556,0.04206501,0.012428298,0
54980,105,3,4,11,0,0,0.028571429,0.038095238,0.104761905,0,0
54981,11384,1276,1784,628,153,31,0.11208714,0.156711174,0.055165144,0.013439916,0.00272312
54982,5057,429,515,276,53,20,0.084832905,0.101839035,0.054577813,0.010480522,0.003954914
54983,3168,382,361,108,21,2,0.120580808,0.11395202,0.034090909,0.006628788,0.000631313
54984,2517,194,278,152,19,25,0.077075884,0.110448947,0.060389352,0.007548669,0.009932459
54985,356,0,9,1,0,0,0,0.025280899,0.002808989,0,0
54986,3615,358,622,267,25,4,0.099031812,0.172060858,0.073858921,0.006915629,0.001106501
61072,8146,836,1545,636,80,71,0.102627056,0.189663639,0.078075129,0.009820771,0.008715934
61080,6654,653,821,316,99,43,0.098136459,0.12338443,0.047490231,0.014878269,0.006462278
