zip code,Total,White,Black/African American,Asian,whiteRatio,balckRatio,asianRatio
54140,9534,8921,28,113,0.935703797,0.002936858,0.011852318
54141,2328,2144,58,31,0.920962199,0.024914089,0.013316151
54143,14776,14333,225,81,0.97001895,0.015227396,0.005481862
54149,1275,1234,0,8,0.967843137,0,0.00627451
54150,1247,19,7,0,0.015236568,0.005613472,0
54151,3351,3312,0,2,0.988361683,0,0.000596837
54153,6983,6730,53,6,0.963769154,0.007589861,0.00085923
54154,5595,5328,17,67,0.95227882,0.003038427,0.011974978
54155,6615,4363,36,324,0.659561602,0.005442177,0.048979592
54156,1574,1548,0,0,0.983481576,0,0
54157,5697,5392,25,97,0.946463051,0.004388275,0.017026505
54159,1318,1307,0,0,0.991654021,0,0
54160,299,284,0,2,0.949832776,0,0.006688963
54161,2872,2665,6,9,0.927924791,0.002089136,0.003133705
54162,8950,8815,54,12,0.984916201,0.00603352,0.001340782
54165,7846,7055,26,6,0.899184298,0.00331379,0.000764721
54166,16746,14661,79,88,0.875492655,0.004717544,0.005254986
54169,2791,2772,0,0,0.993192404,0,0
54170,3353,3148,0,0,0.938860722,0,0
54171,3748,3724,7,0,0.993596585,0.001867663,0
54173,4238,4222,16,0,0.996224634,0.003775366,0
54174,2986,2801,0,21,0.938044206,0,0.00703282
54175,935,923,0,0,0.987165775,0,0
54177,2919,2860,3,4,0.979787598,0.001027749,0.001370332
54180,3406,3157,45,44,0.926893717,0.013211979,0.012918379
54201,5200,5043,53,20,0.969807692,0.010192308,0.003846154
54202,1281,1236,4,0,0.964871194,0.00312256,0
54204,1653,1616,3,1,0.977616455,0.001814882,0.000604961
54205,2020,1963,2,2,0.971782178,0.000990099,0.000990099
54207,169,167,0,0,0.98816568,0,0
54208,6224,6027,19,17,0.968348329,0.003052699,0.002731362
54209,1310,1260,4,1,0.961832061,0.003053435,0.000763359
54210,892,824,0,14,0.923766816,0,0.015695067
54211,280,279,0,0,0.996428571,0,0
54212,1127,1094,3,0,0.970718722,0.002661934,0
54213,1308,1284,0,0,0.981651376,0,0
54214,240,240,0,0,1,0,0
54216,6311,6109,7,43,0.967992394,0.001109174,0.0068135
54217,7279,7030,31,16,0.965792004,0.004258827,0.002198104
54220,39215,35867,405,1956,0.914624506,0.010327681,0.049878873
54227,1559,1531,0,7,0.982039769,0,0.004490058
54228,2712,2687,4,4,0.990781711,0.001474926,0.001474926
54229,4627,4498,37,44,0.972120164,0.007996542,0.009509401
54230,4516,4440,0,10,0.983170948,0,0.002214349
54232,846,822,0,0,0.971631206,0,0
54234,1563,1552,0,11,0.992962252,0,0.007037748
54235,16606,15967,173,109,0.961519933,0.010417921,0.006563893
54241,14413,13856,100,93,0.961354333,0.006938181,0.006452508
54245,2178,2142,3,4,0.983471074,0.00137741,0.001836547
54246,838,822,4,7,0.980906921,0.00477327,0.008353222
54247,2154,2104,0,3,0.976787372,0,0.001392758
54301,22169,19028,587,312,0.858315666,0.026478416,0.014073707
54302,31564,21954,1061,1516,0.695539222,0.033614244,0.048029401
54303,27990,21095,1501,1383,0.753662022,0.053626295,0.049410504
54304,27256,22808,797,988,0.836806575,0.029241268,0.036248899
54307,1081,412,550,20,0.381128585,0.508788159,0.018501388
54311,35007,30597,633,1339,0.874025195,0.018082098,0.038249493
54313,37709,34880,152,637,0.924978122,0.004030868,0.016892519
54401,30703,26314,356,2872,0.8570498,0.011594958,0.093541348
54403,25061,21725,247,2346,0.866884801,0.009855951,0.093611588
54405,2931,2703,4,3,0.92221085,0.001364722,0.001023541
54406,3367,3283,17,13,0.975051975,0.005049005,0.003861004
54407,1564,1544,12,2,0.987212276,0.007672634,0.001278772
54408,1028,989,1,1,0.962062257,0.000972763,0.000972763
54409,12791,12175,168,26,0.951841138,0.013134235,0.002032679
54410,2467,2423,5,3,0.982164572,0.002026753,0.001216052
54411,5475,5414,0,0,0.988858447,0,0
54412,2017,1933,5,0,0.958353991,0.002478929,0
54413,133,128,0,2,0.962406015,0,0.015037594
54414,3285,3213,1,0,0.978082192,0.000304414,0
54416,1820,1018,5,0,0.559340659,0.002747253,0
54417,35,35,0,0,1,0,0
54418,953,939,2,4,0.985309549,0.002098636,0.004197272
54420,1291,1236,10,5,0.957397366,0.007745933,0.003872967
54421,3460,3187,63,13,0.921098266,0.018208092,0.003757225
54422,1310,1245,0,5,0.950381679,0,0.003816794
54423,2293,2246,0,38,0.979502835,0,0.016572176
54424,1685,1597,0,15,0.947774481,0,0.008902077
54425,2118,2109,0,0,0.995750708,0,0
54426,4547,4487,0,11,0.986804486,0,0.002419177
54427,1129,1099,4,2,0.973427812,0.003542958,0.001771479
54428,926,900,0,0,0.971922246,0,0
54430,132,130,0,0,0.984848485,0,0
54433,1837,1811,2,0,0.985846489,0.001088732,0
54435,2179,2102,14,24,0.964662689,0.006424966,0.011014227
54436,2203,2097,52,26,0.951883795,0.023604176,0.011802088
54437,3152,3098,0,0,0.98286802,0,0
54440,2947,2893,3,26,0.981676281,0.001017984,0.008822531
54441,896,882,0,1,0.984375,0,0.001116071
54442,1081,941,75,7,0.870490287,0.069380204,0.006475486
54443,2246,2171,12,27,0.966607302,0.005342832,0.012021371
54446,3233,3172,7,0,0.981132075,0.002165172,0
54447,451,449,0,0,0.99556541,0,0
54448,4232,4118,1,51,0.973062382,0.000236295,0.01205104
54449,26001,24657,82,799,0.94830968,0.003153725,0.030729587
54450,448,441,0,0,0.984375,0,0
54451,11546,11314,61,22,0.979906461,0.005283215,0.001905422
54452,18695,18218,56,64,0.974485156,0.002995453,0.003423375
54454,1403,1384,3,0,0.986457591,0.002138275,0
54455,17700,17007,49,351,0.960847458,0.002768362,0.019830508
54456,5909,5703,58,59,0.965137925,0.009815536,0.009984769
54457,8242,7783,58,24,0.944309634,0.007037127,0.002911915
54458,97,92,0,0,0.948453608,0,0
54459,1167,1137,2,1,0.974293059,0.001713796,0.000856898
54460,2598,2478,7,4,0.953810624,0.00269438,0.001539646
54462,323,322,0,0,0.996904025,0,0
54463,603,582,0,2,0.965174129,0,0.00331675
54465,547,539,0,4,0.985374771,0,0.007312614
54466,2770,2711,0,2,0.978700361,0,0.000722022
54467,13941,12859,71,468,0.922387203,0.005092891,0.033570045
54469,1585,1501,20,0,0.947003155,0.012618297,0
54470,2073,1959,31,0,0.945007236,0.014954173,0
54471,1863,1817,5,13,0.975308642,0.002683843,0.006977992
54473,2701,2657,0,21,0.983709737,0,0.007774898
54474,3723,3599,15,81,0.966693527,0.004029009,0.021756648
54475,1626,1585,0,17,0.974784748,0,0.010455105
54476,18962,16623,218,1713,0.876648033,0.011496678,0.090338572
54479,3883,3784,32,12,0.974504249,0.008241051,0.003090394
54480,1401,1354,0,6,0.966452534,0,0.004282655
54481,29125,26628,269,1179,0.914266094,0.009236052,0.040480687
54482,9230,8844,116,105,0.958179848,0.012567714,0.011375948
54484,4974,4883,8,9,0.981704865,0.001608363,0.001809409
54485,336,331,0,0,0.985119048,0,0
54486,2273,2181,6,4,0.959524857,0.002639683,0.001759789
54487,9604,9389,18,17,0.977613494,0.001874219,0.001770096
54488,1275,1256,2,0,0.985098039,0.001568627,0
54489,1596,1544,7,0,0.967418546,0.004385965,0
54490,799,797,0,0,0.997496871,0,0
54491,1484,1456,9,0,0.981132075,0.00606469,0
54493,657,644,0,8,0.98021309,0,0.01217656
54494,26172,24412,200,765,0.93275256,0.007641755,0.029229711
54495,7747,7229,108,71,0.933135407,0.01394088,0.009164838
54498,2508,2453,11,3,0.978070175,0.004385965,0.001196172
54499,2939,2688,19,9,0.914596802,0.006464784,0.003062266
54501,20051,19184,168,70,0.956760261,0.008378634,0.003491098
54511,1263,1154,11,15,0.913697546,0.008709422,0.011876485
54512,791,778,0,0,0.983565107,0,0
54513,433,431,1,0,0.995381062,0.002309469,0
54514,1831,1763,0,8,0.962861824,0,0.004369197
54515,426,418,0,0,0.981220657,0,0
54517,81,80,0,1,0.987654321,0,0.012345679
54519,1290,1257,0,9,0.974418605,0,0.006976744
54520,4314,3164,15,0,0.733426055,0.003477051,0
54521,7734,7417,46,29,0.959012154,0.005947763,0.003749677
54524,727,627,0,0,0.862448418,0,0
54525,242,242,0,0,1,0,0
54526,852,840,7,0,0.985915493,0.008215962,0
54527,962,944,0,2,0.981288981,0,0.002079002
54529,1167,1162,0,0,0.99571551,0,0
54530,826,750,27,0,0.907990315,0.032687651,0
54531,1410,1383,0,0,0.980851064,0,0
54534,2205,2123,32,2,0.962811791,0.014512472,0.000907029
54536,191,183,0,0,0.958115183,0,0
54537,506,478,1,0,0.944664032,0.001976285,0
54538,3047,1135,8,86,0.372497539,0.002625533,0.028224483
54539,1235,1171,46,2,0.948178138,0.037246964,0.001619433
54540,876,848,0,0,0.96803653,0,0
54541,1222,1062,50,18,0.869067103,0.04091653,0.014729951
54542,391,376,12,0,0.961636829,0.030690537,0
54545,889,878,0,0,0.987626547,0,0
54546,1250,1161,16,0,0.9288,0.0128,0
54547,1491,1442,4,3,0.96713615,0.002682763,0.002012072
54548,4792,4496,38,80,0.938230384,0.007929883,0.016694491
54550,640,620,0,0,0.96875,0,0
54552,4081,3963,0,35,0.971085518,0,0.008576329
54554,1007,933,0,6,0.926514399,0,0.005958292
54555,4762,4568,30,42,0.959260815,0.006299874,0.008819824
54556,1208,1116,63,1,0.92384106,0.052152318,0.000827815
54557,921,917,0,0,0.995656895,0,0
54558,2010,1960,29,8,0.975124378,0.014427861,0.0039801
54559,828,515,0,4,0.621980676,0,0.004830918
54560,568,564,0,0,0.992957746,0,0
54561,6,6,0,0,1,0,0
54562,1755,1743,0,12,0.993162393,0,0.006837607
54563,738,734,4,0,0.994579946,0.005420054,0
54564,403,392,0,0,0.972704715,0,0
54565,62,62,0,0,1,0,0
54566,1309,1026,4,0,0.783804431,0.003055768,0
54568,4938,4499,7,0,0.91109761,0.001417578,0
54601,50529,46763,932,1489,0.925468543,0.018444853,0.029468226
54603,14304,12134,90,1105,0.848294183,0.006291946,0.077251119
54610,1555,1516,13,0,0.974919614,0.008360129,0
54611,1233,1161,4,2,0.941605839,0.00324412,0.00162206
54612,5179,4179,22,22,0.806912531,0.004247924,0.004247924
54613,1697,1633,0,0,0.962286388,0,0
54614,2748,2710,5,5,0.986171761,0.001819505,0.001819505
54615,10767,8857,428,56,0.822606111,0.039751091,0.005201077
54616,2564,2486,7,8,0.969578783,0.002730109,0.003120125
54618,2209,2096,31,22,0.948845632,0.014033499,0.009959258
54619,3850,3677,23,0,0.955064935,0.005974026,0
54621,1353,1328,0,5,0.981522542,0,0.003695492
54622,2047,2005,13,2,0.979482169,0.006350757,0.00097704
54623,2042,2024,1,2,0.991185113,0.000489716,0.000979432
54624,1466,1432,6,0,0.97680764,0.004092769,0
54625,258,256,0,2,0.992248062,0,0.007751938
54626,1388,1326,4,12,0.955331412,0.002881844,0.008645533
54627,1756,1733,0,0,0.98690205,0,0
54628,966,939,0,8,0.972049689,0,0.008281573
54629,2595,2558,14,0,0.985741811,0.00539499,0
54630,3975,3873,8,37,0.974339623,0.002012579,0.009308176
54631,1695,1616,16,5,0.95339233,0.009439528,0.002949853
54632,1101,1059,11,0,0.961852861,0.009990917,0
54634,4536,4404,10,9,0.970899471,0.002204586,0.001984127
54635,1767,1661,20,1,0.940011319,0.011318619,0.000565931
54636,14995,13819,174,831,0.921573858,0.011603868,0.055418473
54637,182,164,0,2,0.901098901,0,0.010989011
54638,1420,1395,4,4,0.982394366,0.002816901,0.002816901
54639,2619,2519,22,5,0.961817488,0.008400153,0.001909126
54641,3,3,0,0,1,0,0
54642,2063,2008,1,10,0.973339796,0.000484731,0.00484731
54643,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
54644,1586,1536,0,50,0.968474149,0,0.031525851
54645,56,56,0,0,1,0,0
54646,4231,4156,31,23,0.982273694,0.007326873,0.005436067
54648,1620,1408,0,8,0.869135802,0,0.004938272
54650,23656,20712,334,1669,0.875549543,0.01411904,0.070552925
54651,1407,1256,28,6,0.89267946,0.019900498,0.004264392
54652,941,926,1,2,0.984059511,0.001062699,0.002125399
54653,902,876,7,14,0.971175166,0.007760532,0.015521064
54654,83,83,0,0,1,0,0
54655,1796,1775,0,13,0.98830735,0,0.007238307
54656,17522,16484,246,217,0.940760187,0.014039493,0.012384431
54657,366,362,2,0,0.989071038,0.005464481,0
54658,2448,2380,0,3,0.972222222,0,0.00122549
54659,1370,1310,0,0,0.95620438,0,0
54660,16240,14973,379,114,0.921982759,0.023337438,0.007019704
54661,3658,3564,11,19,0.974302898,0.003007108,0.005194095
54664,1650,1583,3,1,0.959393939,0.001818182,0.000606061
54665,8119,7910,50,86,0.974257914,0.006158394,0.010592437
54666,2671,2511,20,13,0.940097342,0.007487832,0.004867091
54667,4883,4738,27,35,0.97030514,0.005529388,0.007167725
54669,7829,7608,36,33,0.971771618,0.004598288,0.004215098
54670,1946,1844,3,3,0.947584789,0.001541624,0.001541624
54701,40306,36908,343,1828,0.915694934,0.008509899,0.045353049
54703,43316,39547,458,1784,0.912988272,0.01057346,0.041185705
54720,7531,7169,48,203,0.951932014,0.006373656,0.026955252
54721,1346,1309,0,3,0.972511144,0,0.002228826
54722,4067,3922,35,3,0.964347185,0.008605852,0.000737644
54723,1172,1131,5,3,0.965017065,0.004266212,0.002559727
54724,7325,7240,6,5,0.988395904,0.000819113,0.000682594
54725,2675,2641,0,3,0.98728972,0,0.001121495
54726,1765,1744,8,0,0.988101983,0.004532578,0
54727,4870,4682,17,49,0.961396304,0.00349076,0.010061602
54728,6142,6044,35,22,0.984044285,0.00569847,0.003581895
54729,32663,31150,337,391,0.953678474,0.010317485,0.011970731
54730,4949,4863,8,16,0.982622752,0.001616488,0.003232976
54731,683,653,0,0,0.956076135,0,0
54732,2996,2917,12,0,0.973631509,0.00400534,0
54733,1291,1215,0,6,0.941130906,0,0.00464756
54734,871,851,0,3,0.977037887,0,0.003444317
54736,4070,3955,15,9,0.971744472,0.003685504,0.002211302
54737,595,588,0,7,0.988235294,0,0.011764706
54738,3363,3131,56,61,0.931013976,0.016651799,0.018138567
54739,5300,4893,14,257,0.923207547,0.002641509,0.048490566
54740,1960,1897,8,1,0.967857143,0.004081633,0.000510204
54741,1798,1756,0,0,0.976640712,0,0
54742,4647,4365,14,96,0.939315688,0.003012696,0.020658489
54745,1872,1862,0,8,0.99465812,0,0.004273504
54746,771,746,0,4,0.967574578,0,0.005188067
54747,2714,2249,0,39,0.828666175,0,0.014369934
54748,1338,1305,0,17,0.975336323,0,0.012705531
54749,1280,1231,9,7,0.96171875,0.00703125,0.00546875
54750,953,942,1,1,0.988457503,0.001049318,0.001049318
54751,25768,23924,236,832,0.928438373,0.009158646,0.032288109
54754,1673,1464,3,9,0.875074716,0.001793186,0.005379558
54755,7201,6983,26,5,0.969726427,0.00361061,0.000694348
54756,885,875,4,0,0.988700565,0.004519774,0
54757,3296,3227,14,2,0.979065534,0.004247573,0.000606796
54758,4521,4364,14,16,0.96527317,0.00309666,0.00353904
54759,1450,1424,6,10,0.982068966,0.004137931,0.006896552
54760,266,266,0,0,1,0,0
54761,1179,1153,0,0,0.977947413,0,0
54762,1281,1251,3,0,0.976580796,0.00234192,0
54763,1187,1178,0,2,0.99241786,0,0.00168492
54765,39,39,0,0,1,0,0
54766,1707,1660,12,4,0.972466315,0.007029877,0.002343292
54767,3765,3683,12,25,0.978220452,0.003187251,0.006640106
54768,6159,5269,417,33,0.855496022,0.067705796,0.005358013
54769,664,646,9,3,0.972891566,0.013554217,0.004518072
54770,2116,2021,2,24,0.95510397,0.00094518,0.011342155
54771,4245,4190,5,2,0.987043581,0.001177856,0.000471143
54772,1010,967,0,6,0.957425743,0,0.005940594
54773,3428,3321,29,5,0.968786464,0.008459743,0.001458576
54801,6662,6350,60,48,0.953167217,0.009006304,0.007205044
54805,1369,1273,16,14,0.929875822,0.011687363,0.010226443
54806,11569,9646,55,56,0.833779929,0.004754084,0.004840522
54810,2152,2080,14,10,0.966542751,0.006505576,0.00464684
54812,5610,5052,454,45,0.900534759,0.080926916,0.00802139
54813,615,606,0,0,0.985365854,0,0
54814,2604,1205,58,47,0.462749616,0.022273425,0.018049155
54817,2116,2005,0,10,0.947542533,0,0.004725898
54819,2468,2399,0,0,0.972042139,0,0
54820,761,732,4,0,0.961892247,0.005256242,0
54821,1261,1192,12,0,0.945281523,0.009516257,0
54822,4629,4489,10,59,0.969755887,0.002160294,0.012745733
54824,2357,2228,22,10,0.94526941,0.009333899,0.004242681
54826,734,707,4,2,0.963215259,0.005449591,0.002724796
54827,246,239,0,0,0.971544715,0,0
54828,655,296,3,0,0.451908397,0.004580153,0
54829,5135,4825,4,0,0.93962999,0.000778968,0
54830,2841,2596,24,6,0.91376276,0.00844773,0.002111932
54832,372,365,0,3,0.981182796,0,0.008064516
54835,940,865,4,4,0.920212766,0.004255319,0.004255319
54836,978,905,0,0,0.925357873,0,0
54837,3680,3494,14,12,0.949456522,0.003804348,0.00326087
54838,1192,1109,31,6,0.930369128,0.026006711,0.005033557
54839,236,218,0,0,0.923728814,0,0
54840,4326,4064,21,18,0.939435969,0.004854369,0.004160888
54841,345,334,0,0,0.968115942,0,0
54842,136,136,0,0,1,0,0
54843,11638,8940,68,65,0.768173226,0.005842928,0.005585152
54844,264,251,0,0,0.950757576,0,0
54845,133,75,0,0,0.563909774,0,0
54846,474,443,0,4,0.934599156,0,0.008438819
54847,2332,2226,14,8,0.954545455,0.006003431,0.003430532
54848,5756,5490,109,6,0.953787352,0.018936762,0.001042391
54849,1973,1867,5,18,0.946274709,0.002534212,0.009123163
54850,162,157,0,0,0.969135802,0,0
54853,4254,3924,11,11,0.922425952,0.002585802,0.002585802
54854,1001,957,0,0,0.956043956,0,0
54855,914,894,2,3,0.978118162,0.002188184,0.003282276
54856,1612,1547,0,1,0.959677419,0,0.000620347
54857,30,30,0,0,1,0,0
54858,1756,1672,7,12,0.952164009,0.003986333,0.006833713
54859,1622,1570,2,5,0.967940814,0.001233046,0.003082614
54861,143,36,0,0,0.251748252,0,0
54862,240,234,0,0,0.975,0,0
54864,1352,1272,11,21,0.940828402,0.008136095,0.015532544
54865,443,431,0,0,0.972911964,0,0
54867,367,288,5,0,0.784741144,0.013623978,0
54868,15387,14826,11,157,0.963540651,0.000714889,0.010203418
54870,1504,1466,2,0,0.974734043,0.001329787,0
54871,3066,2984,21,2,0.973255055,0.006849315,0.000652316
54872,2646,2523,6,7,0.953514739,0.002267574,0.002645503
54873,2749,2616,11,8,0.95161877,0.004001455,0.002910149
54874,3821,3629,13,22,0.949751374,0.003402251,0.005757655
54875,1135,1052,0,13,0.926872247,0,0.011453744
54876,1456,1082,4,4,0.743131868,0.002747253,0.002747253
54880,30137,27832,466,380,0.923515944,0.01546272,0.012609085
54888,1275,1234,0,0,0.967843137,0,0
54889,2492,2419,0,21,0.97070626,0,0.008426966
54891,3254,2966,4,18,0.911493546,0.001229256,0.005531653
54893,3640,3105,16,13,0.853021978,0.004395604,0.003571429
54895,892,862,11,0,0.966367713,0.012331839,0
54896,1422,1350,0,8,0.949367089,0,0.005625879
54901,38898,34960,1874,1335,0.898760862,0.048177284,0.034320531
54902,22137,20765,437,483,0.938022316,0.019740706,0.021818675
54904,21355,20264,145,648,0.948911262,0.006789979,0.030344182
54909,2124,2070,3,0,0.974576271,0.001412429,0
54911,26516,22614,680,1858,0.852843566,0.025644894,0.070070901
54913,19744,18420,88,908,0.932941653,0.00445705,0.045988655
54914,31369,26313,921,1890,0.838821767,0.029360196,0.060250566
54915,42788,37844,765,2382,0.884453585,0.017878845,0.055669814
54921,1162,1056,0,3,0.908777969,0,0.002581756
54922,1427,1294,8,0,0.906797477,0.005606167,0
54923,8710,8390,23,2,0.96326062,0.002640643,0.000229621
54927,509,509,0,0,1,0,0
54928,462,436,0,4,0.943722944,0,0.008658009
54929,8714,8342,2,5,0.957310076,0.000229516,0.000573789
54930,1605,1537,10,3,0.957632399,0.00623053,0.001869159
54931,296,282,0,0,0.952702703,0,0
54932,1390,1380,0,6,0.992805755,0,0.004316547
54933,259,259,0,0,1,0,0
54934,428,371,0,0,0.86682243,0,0
54935,42148,37490,800,969,0.889484673,0.018980735,0.022990415
54937,19209,18106,314,199,0.942578999,0.016346504,0.010359727
54940,3877,3795,24,20,0.978849626,0.006190353,0.005158628
54941,2293,2197,50,9,0.95813345,0.021805495,0.003924989
54942,9252,8949,115,92,0.967250324,0.012429745,0.009943796
54943,1911,1821,14,8,0.952904239,0.007326007,0.00418629
54944,9005,8674,41,156,0.963242643,0.004553026,0.017323709
54945,3456,3387,9,16,0.980034722,0.002604167,0.00462963
54946,102,98,0,0,0.960784314,0,0
54947,2601,2540,13,21,0.976547482,0.004998078,0.008073818
54948,229,227,0,0,0.991266376,0,0
54949,3440,3307,4,12,0.961337209,0.001162791,0.003488372
54950,2953,2833,0,12,0.959363359,0,0.004063664
54952,26209,23704,495,516,0.904422145,0.018886642,0.019687893
54956,43211,40489,327,1027,0.937006781,0.007567518,0.023767096
54960,2529,2478,10,16,0.979833926,0.003954132,0.006326611
54961,13790,13278,62,84,0.962871646,0.004496012,0.006091371
54962,1160,1144,0,2,0.986206897,0,0.001724138
54963,6931,6623,0,49,0.955561968,0,0.007069687
54964,951,942,9,0,0.990536278,0.009463722,0
54965,1468,1436,0,8,0.978201635,0,0.005449591
54966,2129,1890,18,17,0.887740723,0.008454674,0.007984969
54967,382,344,0,0,0.90052356,0,0
54968,2827,2734,23,6,0.967102936,0.008135833,0.002122391
54970,3745,3138,287,34,0.837917223,0.076635514,0.009078772
54971,10725,10309,86,125,0.961212121,0.008018648,0.011655012
54974,1375,1332,8,0,0.968727273,0.005818182,0
54977,1419,1394,20,2,0.982381959,0.014094433,0.001409443
54979,1338,1313,0,19,0.981315396,0,0.014200299
54980,122,122,0,0,1,0,0
54981,15344,14866,110,91,0.968847758,0.007168926,0.005930657
54982,7026,6539,49,32,0.930686023,0.006974096,0.004554512
54983,4436,4215,25,0,0.950180343,0.005635708,0
54984,3104,3060,8,3,0.985824742,0.00257732,0.000966495
54985,415,207,165,20,0.498795181,0.397590361,0.048192771
54986,4954,4924,0,4,0.993944287,0,0.000807428
61072,11652,11169,118,114,0.958547889,0.010127017,0.009783728
61080,10393,9568,141,40,0.920619648,0.013566824,0.003848744